periode,population,description,zone,id_serie,annee
1992,34.7,Estimations de population - Part des 0-24 ans - Loire,D42,1741273,1992
1993,34.3,Estimations de population - Part des 0-24 ans - Loire,D42,1741273,1993
1994,33.8,Estimations de population - Part des 0-24 ans - Loire,D42,1741273,1994
1995,33.4,Estimations de population - Part des 0-24 ans - Loire,D42,1741273,1995
1996,32.9,Estimations de population - Part des 0-24 ans - Loire,D42,1741273,1996
1997,32.5,Estimations de population - Part des 0-24 ans - Loire,D42,1741273,1997
1998,32.0,Estimations de population - Part des 0-24 ans - Loire,D42,1741273,1998
1999,31.6,Estimations de population - Part des 0-24 ans - Loire,D42,1741273,1999
2000,31.3,Estimations de population - Part des 0-24 ans - Loire,D42,1741273,2000
2001,31.2,Estimations de population - Part des 0-24 ans - Loire,D42,1741273,2001
2002,31.1,Estimations de population - Part des 0-24 ans - Loire,D42,1741273,2002
2003,31.0,Estimations de population - Part des 0-24 ans - Loire,D42,1741273,2003
2004,31.0,Estimations de population - Part des 0-24 ans - Loire,D42,1741273,2004
2005,30.8,Estimations de population - Part des 0-24 ans - Loire,D42,1741273,2005
2006,30.7,Estimations de population - Part des 0-24 ans - Loire,D42,1741273,2006
2007,30.5,Estimations de population - Part des 0-24 ans - Loire,D42,1741273,2007
2008,30.4,Estimations de population - Part des 0-24 ans - Loire,D42,1741273,2008
2009,30.4,Estimations de population - Part des 0-24 ans - Loire,D42,1741273,2009
2010,30.3,Estimations de population - Part des 0-24 ans - Loire,D42,1741273,2010
2011,30.2,Estimations de population - Part des 0-24 ans - Loire,D42,1741273,2011
2012,30.1,Estimations de population - Part des 0-24 ans - Loire,D42,1741273,2012
2013,30.1,Estimations de population - Part des 0-24 ans - Loire,D42,1741273,2013
2014,30.0,Estimations de population - Part des 0-24 ans - Loire,D42,1741273,2014
2015,30.0,Estimations de population - Part des 0-24 ans - Loire,D42,1741273,2015
2016,30.1,Estimations de population - Part des 0-24 ans - Loire,D42,1741273,2016
2017,30.0,Estimations de population - Part des 0-24 ans - Loire,D42,1741273,2017
2018,29.9,Estimations de population - Part des 0-24 ans - Loire,D42,1741273,2018
2019,30.0,Estimations de population - Part des 0-24 ans - Loire,D42,1741273,2019
2020,29.9,Estimations de population - Part des 0-24 ans - Loire,D42,1741273,2020
2021,29.8,Estimations de population - Part des 0-24 ans - Loire,D42,1741273,2021
2022,29.8,Estimations de population - Part des 0-24 ans - Loire,D42,1741273,2022
2023,29.7,Estimations de population - Part des 0-24 ans - Loire,D42,1741273,2023
2024,29.5,Estimations de population - Part des 0-24 ans - Loire,D42,1741273,2024
2025,29.4,Estimations de population - Part des 0-24 ans - Loire,D42,1741273,2025
1975,37.0,Estimations de population - Part des 0-24 ans - Haute-Loire,D43,1741274,1975
1976,36.7,Estimations de population - Part des 0-24 ans - Haute-Loire,D43,1741274,1976
1977,36.5,Estimations de population - Part des 0-24 ans - Haute-Loire,D43,1741274,1977
1978,36.2,Estimations de population - Part des 0-24 ans - Haute-Loire,D43,1741274,1978
1979,36.0,Estimations de population - Part des 0-24 ans - Haute-Loire,D43,1741274,1979
1980,35.7,Estimations de population - Part des 0-24 ans - Haute-Loire,D43,1741274,1980
1981,35.4,Estimations de population - Part des 0-24 ans - Haute-Loire,D43,1741274,1981
1982,35.1,Estimations de population - Part des 0-24 ans - Haute-Loire,D43,1741274,1982
1983,34.5,Estimations de population - Part des 0-24 ans - Haute-Loire,D43,1741274,1983
1984,34.2,Estimations de population - Part des 0-24 ans - Haute-Loire,D43,1741274,1984
1985,33.9,Estimations de population - Part des 0-24 ans - Haute-Loire,D43,1741274,1985
1986,33.6,Estimations de population - Part des 0-24 ans - Haute-Loire,D43,1741274,1986
1987,33.4,Estimations de population - Part des 0-24 ans - Haute-Loire,D43,1741274,1987
1988,33.1,Estimations de population - Part des 0-24 ans - Haute-Loire,D43,1741274,1988
1989,32.9,Estimations de population - Part des 0-24 ans - Haute-Loire,D43,1741274,1989
1990,32.6,Estimations de population - Part des 0-24 ans - Haute-Loire,D43,1741274,1990
1991,32.1,Estimations de population - Part des 0-24 ans - Haute-Loire,D43,1741274,1991
1992,31.6,Estimations de population - Part des 0-24 ans - Haute-Loire,D43,1741274,1992
1993,31.1,Estimations de population - Part des 0-24 ans - Haute-Loire,D43,1741274,1993
1994,30.7,Estimations de population - Part des 0-24 ans - Haute-Loire,D43,1741274,1994
1995,30.3,Estimations de population - Part des 0-24 ans - Haute-Loire,D43,1741274,1995
1996,29.9,Estimations de population - Part des 0-24 ans - Haute-Loire,D43,1741274,1996
1997,29.6,Estimations de population - Part des 0-24 ans - Haute-Loire,D43,1741274,1997
1998,29.2,Estimations de population - Part des 0-24 ans - Haute-Loire,D43,1741274,1998
1999,28.9,Estimations de population - Part des 0-24 ans - Haute-Loire,D43,1741274,1999
2000,28.6,Estimations de population - Part des 0-24 ans - Haute-Loire,D43,1741274,2000
2001,28.5,Estimations de population - Part des 0-24 ans - Haute-Loire,D43,1741274,2001
2002,28.5,Estimations de population - Part des 0-24 ans - Haute-Loire,D43,1741274,2002
2003,28.4,Estimations de population - Part des 0-24 ans - Haute-Loire,D43,1741274,2003
2004,28.5,Estimations de population - Part des 0-24 ans - Haute-Loire,D43,1741274,2004
2005,28.6,Estimations de population - Part des 0-24 ans - Haute-Loire,D43,1741274,2005
2006,28.2,Estimations de population - Part des 0-24 ans - Haute-Loire,D43,1741274,2006
2007,28.1,Estimations de population - Part des 0-24 ans - Haute-Loire,D43,1741274,2007
2008,28.1,Estimations de population - Part des 0-24 ans - Haute-Loire,D43,1741274,2008
2009,28.0,Estimations de population - Part des 0-24 ans - Haute-Loire,D43,1741274,2009
2010,28.1,Estimations de population - Part des 0-24 ans - Haute-Loire,D43,1741274,2010
2011,27.9,Estimations de population - Part des 0-24 ans - Haute-Loire,D43,1741274,2011
2012,27.7,Estimations de population - Part des 0-24 ans - Haute-Loire,D43,1741274,2012
2013,27.6,Estimations de population - Part des 0-24 ans - Haute-Loire,D43,1741274,2013
2014,27.5,Estimations de population - Part des 0-24 ans - Haute-Loire,D43,1741274,2014
2015,27.2,Estimations de population - Part des 0-24 ans - Haute-Loire,D43,1741274,2015
2016,27.0,Estimations de population - Part des 0-24 ans - Haute-Loire,D43,1741274,2016
2017,26.7,Estimations de population - Part des 0-24 ans - Haute-Loire,D43,1741274,2017
2018,26.6,Estimations de population - Part des 0-24 ans - Haute-Loire,D43,1741274,2018
2019,26.8,Estimations de population - Part des 0-24 ans - Haute-Loire,D43,1741274,2019
2020,26.6,Estimations de population - Part des 0-24 ans - Haute-Loire,D43,1741274,2020
2021,26.5,Estimations de population - Part des 0-24 ans - Haute-Loire,D43,1741274,2021
2022,26.3,Estimations de population - Part des 0-24 ans - Haute-Loire,D43,1741274,2022
2023,26.1,Estimations de population - Part des 0-24 ans - Haute-Loire,D43,1741274,2023
2024,25.9,Estimations de population - Part des 0-24 ans - Haute-Loire,D43,1741274,2024
2025,25.7,Estimations de population - Part des 0-24 ans - Haute-Loire,D43,1741274,2025
1975,43.6,Estimations de population - Part des 0-24 ans - Loire-Atlantique,D44,1741275,1975
1976,43.2,Estimations de population - Part des 0-24 ans - Loire-Atlantique,D44,1741275,1976
1977,42.8,Estimations de population - Part des 0-24 ans - Loire-Atlantique,D44,1741275,1977
1978,42.3,Estimations de population - Part des 0-24 ans - Loire-Atlantique,D44,1741275,1978
1979,41.9,Estimations de population - Part des 0-24 ans - Loire-Atlantique,D44,1741275,1979
1980,41.6,Estimations de population - Part des 0-24 ans - Loire-Atlantique,D44,1741275,1980
1981,41.2,Estimations de population - Part des 0-24 ans - Loire-Atlantique,D44,1741275,1981
1982,40.8,Estimations de population - Part des 0-24 ans - Loire-Atlantique,D44,1741275,1982
1983,40.7,Estimations de population - Part des 0-24 ans - Loire-Atlantique,D44,1741275,1983
1984,40.4,Estimations de population - Part des 0-24 ans - Loire-Atlantique,D44,1741275,1984
1985,40.0,Estimations de population - Part des 0-24 ans - Loire-Atlantique,D44,1741275,1985
1986,39.6,Estimations de population - Part des 0-24 ans - Loire-Atlantique,D44,1741275,1986
1987,39.2,Estimations de population - Part des 0-24 ans - Loire-Atlantique,D44,1741275,1987
1988,38.7,Estimations de population - Part des 0-24 ans - Loire-Atlantique,D44,1741275,1988
1989,38.3,Estimations de population - Part des 0-24 ans - Loire-Atlantique,D44,1741275,1989
1990,37.8,Estimations de population - Part des 0-24 ans - Loire-Atlantique,D44,1741275,1990
1991,37.4,Estimations de population - Part des 0-24 ans - Loire-Atlantique,D44,1741275,1991
1992,37.0,Estimations de population - Part des 0-24 ans - Loire-Atlantique,D44,1741275,1992
1993,36.6,Estimations de population - Part des 0-24 ans - Loire-Atlantique,D44,1741275,1993
1994,36.2,Estimations de population - Part des 0-24 ans - Loire-Atlantique,D44,1741275,1994
1995,35.7,Estimations de population - Part des 0-24 ans - Loire-Atlantique,D44,1741275,1995
1996,35.3,Estimations de population - Part des 0-24 ans - Loire-Atlantique,D44,1741275,1996
1997,34.9,Estimations de population - Part des 0-24 ans - Loire-Atlantique,D44,1741275,1997
1998,34.5,Estimations de population - Part des 0-24 ans - Loire-Atlantique,D44,1741275,1998
1999,34.1,Estimations de population - Part des 0-24 ans - Loire-Atlantique,D44,1741275,1999
2000,33.8,Estimations de population - Part des 0-24 ans - Loire-Atlantique,D44,1741275,2000
2001,33.7,Estimations de population - Part des 0-24 ans - Loire-Atlantique,D44,1741275,2001
2002,33.6,Estimations de population - Part des 0-24 ans - Loire-Atlantique,D44,1741275,2002
2003,33.4,Estimations de population - Part des 0-24 ans - Loire-Atlantique,D44,1741275,2003
2004,33.2,Estimations de population - Part des 0-24 ans - Loire-Atlantique,D44,1741275,2004
2005,33.0,Estimations de population - Part des 0-24 ans - Loire-Atlantique,D44,1741275,2005
2006,33.0,Estimations de population - Part des 0-24 ans - Loire-Atlantique,D44,1741275,2006
2007,32.8,Estimations de population - Part des 0-24 ans - Loire-Atlantique,D44,1741275,2007
2008,32.6,Estimations de population - Part des 0-24 ans - Loire-Atlantique,D44,1741275,2008
2009,32.4,Estimations de population - Part des 0-24 ans - Loire-Atlantique,D44,1741275,2009
2010,32.3,Estimations de population - Part des 0-24 ans - Loire-Atlantique,D44,1741275,2010
2011,32.2,Estimations de population - Part des 0-24 ans - Loire-Atlantique,D44,1741275,2011
2012,32.1,Estimations de population - Part des 0-24 ans - Loire-Atlantique,D44,1741275,2012
2013,32.0,Estimations de population - Part des 0-24 ans - Loire-Atlantique,D44,1741275,2013
2014,32.0,Estimations de population - Part des 0-24 ans - Loire-Atlantique,D44,1741275,2014
2015,32.0,Estimations de population - Part des 0-24 ans - Loire-Atlantique,D44,1741275,2015
2016,31.8,Estimations de population - Part des 0-24 ans - Loire-Atlantique,D44,1741275,2016
2017,31.5,Estimations de population - Part des 0-24 ans - Loire-Atlantique,D44,1741275,2017
2018,31.4,Estimations de population - Part des 0-24 ans - Loire-Atlantique,D44,1741275,2018
2019,31.3,Estimations de population - Part des 0-24 ans - Loire-Atlantique,D44,1741275,2019
2020,31.1,Estimations de population - Part des 0-24 ans - Loire-Atlantique,D44,1741275,2020
2021,30.9,Estimations de population - Part des 0-24 ans - Loire-Atlantique,D44,1741275,2021
2022,30.7,Estimations de population - Part des 0-24 ans - Loire-Atlantique,D44,1741275,2022
2023,30.4,Estimations de population - Part des 0-24 ans - Loire-Atlantique,D44,1741275,2023
2024,30.2,Estimations de population - Part des 0-24 ans - Loire-Atlantique,D44,1741275,2024
2025,29.9,Estimations de population - Part des 0-24 ans - Loire-Atlantique,D44,1741275,2025
1975,40.6,Estimations de population - Part des 0-24 ans - Loiret,D45,1741276,1975
1976,40.2,Estimations de population - Part des 0-24 ans - Loiret,D45,1741276,1976
1977,39.8,Estimations de population - Part des 0-24 ans - Loiret,D45,1741276,1977
1978,39.5,Estimations de population - Part des 0-24 ans - Loiret,D45,1741276,1978
1979,39.1,Estimations de population - Part des 0-24 ans - Loiret,D45,1741276,1979
1980,38.8,Estimations de population - Part des 0-24 ans - Loiret,D45,1741276,1980
1981,38.6,Estimations de population - Part des 0-24 ans - Loiret,D45,1741276,1981
1982,38.3,Estimations de population - Part des 0-24 ans - Loiret,D45,1741276,1982
1983,38.2,Estimations de population - Part des 0-24 ans - Loiret,D45,1741276,1983
1984,37.9,Estimations de population - Part des 0-24 ans - Loiret,D45,1741276,1984
1985,37.6,Estimations de population - Part des 0-24 ans - Loiret,D45,1741276,1985
1986,37.3,Estimations de population - Part des 0-24 ans - Loiret,D45,1741276,1986
1987,37.1,Estimations de population - Part des 0-24 ans - Loiret,D45,1741276,1987
1988,36.8,Estimations de population - Part des 0-24 ans - Loiret,D45,1741276,1988
1989,36.4,Estimations de population - Part des 0-24 ans - Loiret,D45,1741276,1989
1990,36.1,Estimations de population - Part des 0-24 ans - Loiret,D45,1741276,1990
1991,35.8,Estimations de population - Part des 0-24 ans - Loiret,D45,1741276,1991
1992,35.4,Estimations de population - Part des 0-24 ans - Loiret,D45,1741276,1992
1993,35.1,Estimations de population - Part des 0-24 ans - Loiret,D45,1741276,1993
1994,34.7,Estimations de population - Part des 0-24 ans - Loiret,D45,1741276,1994
1995,34.3,Estimations de population - Part des 0-24 ans - Loiret,D45,1741276,1995
1996,33.8,Estimations de population - Part des 0-24 ans - Loiret,D45,1741276,1996
1997,33.4,Estimations de population - Part des 0-24 ans - Loiret,D45,1741276,1997
1998,33.0,Estimations de population - Part des 0-24 ans - Loiret,D45,1741276,1998
1999,32.6,Estimations de population - Part des 0-24 ans - Loiret,D45,1741276,1999
2000,32.4,Estimations de population - Part des 0-24 ans - Loiret,D45,1741276,2000
2001,32.3,Estimations de population - Part des 0-24 ans - Loiret,D45,1741276,2001
2002,32.3,Estimations de population - Part des 0-24 ans - Loiret,D45,1741276,2002
2003,32.2,Estimations de population - Part des 0-24 ans - Loiret,D45,1741276,2003
2004,32.2,Estimations de population - Part des 0-24 ans - Loiret,D45,1741276,2004
2005,32.1,Estimations de population - Part des 0-24 ans - Loiret,D45,1741276,2005
2006,31.9,Estimations de population - Part des 0-24 ans - Loiret,D45,1741276,2006
2007,31.7,Estimations de population - Part des 0-24 ans - Loiret,D45,1741276,2007
2008,31.4,Estimations de population - Part des 0-24 ans - Loiret,D45,1741276,2008
2009,31.4,Estimations de population - Part des 0-24 ans - Loiret,D45,1741276,2009
2010,31.3,Estimations de population - Part des 0-24 ans - Loiret,D45,1741276,2010
2011,31.3,Estimations de population - Part des 0-24 ans - Loiret,D45,1741276,2011
2012,31.1,Estimations de population - Part des 0-24 ans - Loiret,D45,1741276,2012
2013,31.0,Estimations de population - Part des 0-24 ans - Loiret,D45,1741276,2013
2014,30.9,Estimations de population - Part des 0-24 ans - Loiret,D45,1741276,2014
2015,30.9,Estimations de population - Part des 0-24 ans - Loiret,D45,1741276,2015
2016,30.7,Estimations de population - Part des 0-24 ans - Loiret,D45,1741276,2016
2017,30.8,Estimations de population - Part des 0-24 ans - Loiret,D45,1741276,2017
2018,30.6,Estimations de population - Part des 0-24 ans - Loiret,D45,1741276,2018
2019,30.7,Estimations de population - Part des 0-24 ans - Loiret,D45,1741276,2019
2020,30.5,Estimations de population - Part des 0-24 ans - Loiret,D45,1741276,2020
2021,30.4,Estimations de population - Part des 0-24 ans - Loiret,D45,1741276,2021
2022,30.3,Estimations de population - Part des 0-24 ans - Loiret,D45,1741276,2022
2023,30.2,Estimations de population - Part des 0-24 ans - Loiret,D45,1741276,2023
2024,30.1,Estimations de population - Part des 0-24 ans - Loiret,D45,1741276,2024
2025,29.9,Estimations de population - Part des 0-24 ans - Loiret,D45,1741276,2025
1975,34.5,Estimations de population - Part des 0-24 ans - Lot,D46,1741277,1975
1976,34.2,Estimations de population - Part des 0-24 ans - Lot,D46,1741277,1976
1977,33.8,Estimations de population - Part des 0-24 ans - Lot,D46,1741277,1977
1978,33.4,Estimations de population - Part des 0-24 ans - Lot,D46,1741277,1978
1979,33.1,Estimations de population - Part des 0-24 ans - Lot,D46,1741277,1979
1980,32.7,Estimations de population - Part des 0-24 ans - Lot,D46,1741277,1980
